path|romaji
gan-by-ogai-mori-02089|zenba n ni sora ga hare watatsu te , hoshi ga kiramei te ,
gan-by-ogai-mori-02090|akatsuki ni shimo no oi ta aru nichi no koto de atsu ta .
gan-by-ogai-mori-02091|o tama ha daibu hisashiku futon no naka de , chikagoro oboe ta bushou wo shi te i te ,
gan-by-ogai-mori-02092|ume ga tokku ni amado wo kurihirake ta omote no mado kara ,
gan-by-ogai-mori-02093|asahi no sashiiru no wo ken te , yatto oki ta . soshite
gan-by-ogai-mori-02094|sai obi ichi tsu de nenneko hanten wo haoritsu te , engawa ni shutsu te youji wo tsukatsu te i ta .
gan-by-ogai-mori-02095|suru to koushi ko wo garari to hirakeru oto ga suru .
gan-by-ogai-mori-02096|( irasshai mashi ) to aisou suku iu ume no koe ga suru .
gan-by-ogai-mori-02097|sono mama agatsu te kuru ashioto ga suru . ( yaa . bi bou da naa ) kou itsu te
gan-by-ogai-mori-02098|hako hibachi no mae ni suwatsu ta no ha matsu zou de aru .
gan-by-ogai-mori-02099|( oya . gomen nasai mashi yo . taisou o hayai ja gozai mase n ka
gan-by-ogai-mori-02100|) kuwae te i ta youji wo isoi de dashi te ,
gan-by-ogai-mori-02101|tsubaki wo baketsu no naka ni hai te kou itsu ta o tama no , sukoshi nobose ta you na egao ga ,
gan-by-ogai-mori-02102|matsu zou no me ni ha kore made ni naku utsukushiku mie ta .
gan-by-ogai-mori-02103|ittai o tama ha muen saka ni koshi te rai te kara ,
gan-by-ogai-mori-02104|ichi nichi tsuitachi to utsukushiku naru bakari de aru . saisho ha
gan-by-ogai-mori-02105|musume rashii kawai sa ga ki ni itsutsu te i ta no da ga ,
gan-by-ogai-mori-02106|konogoro ha sore ga isshu no nin wo misuru you na taido ni henji te rai ta .
gan-by-ogai-mori-02107|matsu zou ha kono henka wo ken te , o tama ni jouai ga wakatsu te rai ta no da ,
gan-by-ogai-mori-02108|jibun ga wakara se te tsukatsu ta no da to omotsu te , tokui ni natsu te iru .
gan-by-ogai-mori-02109|shikashi kore ha nanigoto wo mo surudoku kanpa suru matsu zou no me ga ,
gan-by-ogai-mori-02110|shoushi ni mo aisuru onna no seishin joutai wo ayamari mitome te iru no de aru .
gan-by-ogai-mori-02111|o tama ha saisho shujin daiji ni houkou wo suru onna de atsu ta no ga , kyuugeki na minoue no henka no tame ni , hanmon shi te ken tari sei satsu shi te ken tari shi ta ageku , ouchaku to itsu te mo ii you na jikaku ni toutatsu shi te ,
gan-by-ogai-mori-02112|seken no onna ga ooku no otoko ni fure ta nochi ni wazuka ni kachieru reisei na kokoro to
gan-by-ogai-mori-02113|onaji you na kokoro ni natsu ta . kono kokoro ni honrou se rareru no wo ,
gan-by-ogai-mori-02114|matsu zou ha yukai na shigeki to shi te kanzuru no de aru .
gan-by-ogai-mori-02115|sore ni o tama ha ouchaku ni naru to tomo ni , shidai ni sukoshi zutsu ji daraku ni naru .
gan-by-ogai-mori-02116|matsu zou ha kono ji daraku ni jouyoku wo aora re te ,
gan-by-ogai-mori-02117|issou o tama ni hiki tsuke rareru you ni kanzuru .
gan-by-ogai-mori-02118|kono issai no henka ga matsu zou ni ha wakara nai .
gan-by-ogai-mori-02119|mise rareru you na kanji ha soko kara umareru no de aru .
gan-by-ogai-mori-02120|o tama ha shagan de kanada rai wo hikiyose nagara itsu ta .
gan-by-ogai-mori-02121|( anata chotto achira he mui te i te kudasai mashi na ) ( naze ) to ii tsutsu , matsu zou ha
gan-by-ogai-mori-02122|kin tengu ni hi wo tsuke ta . ( da tte kao wo arawa naku cha
gan-by-ogai-mori-02123|) ( yoi ja nai ka . sassato arae ) ( da tte ken te irasshatsu cha , arae mase n wa
gan-by-ogai-mori-02124|) ( muzukashii naa . kore de yoi ka ) matsu zou ha keburi wo fuki tsutsu engawa ni senaka wo muke ta .
gan-by-ogai-mori-02125|soshite shinjuu ni nan to iu adokenai yatsu darou to omotsu ta .
gan-by-ogai-mori-02126|o tama ha hada mo nuga zu ni , tada eri dake kutsuroge te , isogashi ge ni kao wo arau .
gan-by-ogai-mori-02127|itsu mo yori yohodo te wo nui te ha iru ga , keshou no himitsu wo kari te ,
gan-by-ogai-mori-02128|kizu wo ooi bi wo yosoou to iu jakuten mo nai no de ,
gan-by-ogai-mori-02129|betsu ni ken rare te i te komaru koto ha nai . matsu zou ha saisho senaka wo muke te i ta ga ,
gan-by-ogai-mori-02130|shibaraku suru to otama no hou he mukinaotsutsu ta .
gan-by-ogai-mori-02131|kao wo arau kan matsu zou ni senaka wo muke te i ta o tama ha
gan-by-ogai-mori-02132|kore wo shira zu ni i ta ga , aratsu te shimatsu te kyoudai wo hikiyoseru to ,
gan-by-ogai-mori-02133|sore ni matsu zou no kamimaki wo kuwae ta kao ga utsutsu ta .
gan-by-ogai-mori-02134|( ara , hidoi hou ne ) to o tama ha itsu ta ga , sono mama kami wo nade tsuke te iru .
gan-by-ogai-mori-02135|kutsuroge ta ryou no shita ni unaji kara se he kake te
gan-by-ogai-mori-02136|sankaku katachi ni mieru shiroi hada , te wo takaku age te iru no de ,
gan-by-ogai-mori-02137|hiji no ue nisan sun no tokoro made mieru fukkuri shi ta hiji ga ,
gan-by-ogai-mori-02138|matsu zou no tame ni ha itsu made mo aki nai mimono de aru .
gan-by-ogai-mori-02139|soko de jibun ga damatsu te matsu te i tara , o tama ga muri ni isogu ka mo shire nu to omotsu te ,
gan-by-ogai-mori-02140|wazato kiraku ge ni yukkuri shi ta choushi de hanashi dashi ta .
gan-by-ogai-mori-02141|( oi isogu ni ha oyoba nai yo . nani mo you ga atsu te konna ni hayaku dekake te rai ta no de ha nai no da .
gan-by-ogai-mori-02142|mi ha konaida omae ni kika re te , konban atari kuru you ni itsu te oi ta ga ,
gan-by-ogai-mori-02143|choito chiba he yuka naku te ha nara nai koto ni natsu ta no da .
gan-by-ogai-mori-02144|hanashi ga umaku hakobe ba , asu no uchi ni kaetsu te rai rareru no da ga ,
gan-by-ogai-mori-02145|dou ka suru to asatte ni naru ka mo shire nai
gan-by-ogai-mori-02146|) kushi wo fui te i ta o tama ha ( ara ) to itsu te furikaetsu ta . kao ni fuan rashii hyoujou ga mie ta .
gan-by-ogai-mori-02147|( otonashiku shi te matsu te iru no da yo ) to , joudan rashiku itsu te , matsu zou ha
gan-by-ogai-mori-02148|maki tabako ire wo shimatsu ta . soshite
gan-by-ogai-mori-02149|tsuito tatsu te toguchi he shutsu ta . ( maa o cha mo age nai uchi ni ) to ii sashi te ,
gan-by-ogai-mori-02150|nageru you ni kushi wo kushibako ni ire ta o tama ga , miokuri ni tatsu te shutsu ta toki ni ha ,
gan-by-ogai-mori-02151|matsu zou ha mou koushi ko wo hirake te i ta .
gan-by-ogai-mori-02152|zen wo shita ni oi te , ( dou mo sumi mase n ) to itsu te te wo shoui ta .
gan-by-ogai-mori-02153|hako hibachi no bou ni suwatsu te , hi no ue ni kabusatsu ta hai wo
gan-by-ogai-mori-02154|hibashi de kaki otoshi te i ta o tama ha , ( oya , nani wo ayamaru no da i ) to itsu te , nikkori shi ta .
gan-by-ogai-mori-02155|( de mo tsui o cha wo ageru no ga osoku nari mashi te
gan-by-ogai-mori-02156|) ( aa . sono koto ka i . are ha watashi ga o aisatsu ni itsu ta no da yo .
gan-by-ogai-mori-02157|danna ha nan to mo omotsu te ha o ide nasara nai yo
gan-by-ogai-mori-02158|) kou itsu te , o tama ha hashi wo totsu ta . kesa
gan-by-ogai-mori-02159|o zen wo tabe te iru shujin no kao wo ume ga miru to ,
gan-by-ogai-mori-02160|metta ni kigen wo waruku se nu shoubun de ha aru ga , tokubetsu ni ureshi sou ni mieru . sakki
gan-by-ogai-mori-02161|( nani wo ayamaru no da i ) to itsu te waratsu ta toki kara , honnori to akaku niotsu ta hoo no atari wo mada hohoemi no kage ga sara zu ni iru .
gan-by-ogai-mori-02162|naze darou ka to iu mondai ga ume no atama ni mo shouze zu ni ha suma nakatsu ta ga ,
gan-by-ogai-mori-02163|akumade tanjun na ume no atama ni ha sore ga ne wo oroshi mo shi nai . tada yoi kimochi ga densen shi te ,
gan-by-ogai-mori-02164|jibun mo yoi kimochi ni natsu ta dake de aru . o tama ha jitto ume no kao wo ken te ,
gan-by-ogai-mori-02165|kigen no yoi kao wo issou kigen wo suku shi te itsu ta .
gan-by-ogai-mori-02166|( ano , omae o nai he iki taka nakutsu te
gan-by-ogai-mori-02167|) ume ha kai ga no me wo mihatsu ta . mada meiji juu nani nen to iu goro ni ha
gan-by-ogai-mori-02168|edo no chouka no shuukan ritsu ga daryoku wo motsu te i ta no de , shi
gan-by-ogai-mori-02169|naka kara shi naka he houkou ni agatsu te i te mo ,
gan-by-ogai-mori-02170|yabui ri no nichi no soto ni ha youi ni nai he ha kaera re nu koto ni kiwamatsu te i ta .
gan-by-ogai-mori-02171|( ano konban ha danna sama ga irasshara nai darou to omou kara ,
gan-by-ogai-mori-02172|omae nai he yutsu te tomatsu te rai takerya a tomatsu te rai te mo yoi yo
gan-by-ogai-mori-02173|) o tama ha omone te kou itsu ta . ( ano hontou de gozai masu no
gan-by-ogai-mori-02174|) ume ha utagatsu te toikaeshi ta no de ha nai . kabun no onkei da to kanji te , kono kotoba wo hasshi ta no de aru .
gan-by-ogai-mori-02175|( nanzo iu mono ka ne . watashi ha sonna tsumi na koto wo shi te ,
gan-by-ogai-mori-02176|omae wo karakatsu tari nani ka shi ya shi nai wa . gohan no ato ha hentsuke nakutsu te mo yoi kara ,
gan-by-ogai-mori-02177|sugu ni yutsu te mo yoi yo . soshite kyou ha yukkuri ason de ,
gan-by-ogai-mori-02178|ban ni ha tomatsu te o shutsu . sono kawari ashita ha hayaku kaeru no da yo
gan-by-ogai-mori-02179|) ( hai ) to itsu te o ume ha ureshi sa ni kao wo makka ni shi te iru .
gan-by-ogai-mori-02180|soshite chichi ga shafu wo shi te iru no de , kuruma no nisan dai narabe te aru iriguchi no doma ya ,
gan-by-ogai-mori-02181|tansu to hako hibachi to no kan ni , yatto za futon ga ichi mai shika reru sama ni natsu te i te ,
gan-by-ogai-mori-02182|soko ni shi goto ni shutsu nai kan ha chichioya ga suwatsu te ori ,
gan-by-ogai-mori-02183|rusu ni ha hahaoya no suwatsu te iru tokoro ya , bin no ke ga itsu mo katahoo ni tarekakatsu te i te ,
gan-by-ogai-mori-02184|kata kara tasuki wo hazushi ta koto no metta ni nai hahaoya no sugata nado ga ,
gan-by-ogai-mori-02185|hijou na sokudo wo motsu te irikaeri tsutsu , chiisai atama no naka ni kagee no you ni ukan de kuru no de aru .
gan-by-ogai-mori-02186|shokuji ga sun da no de , o ume ha zen wo sage ta . hentsuke naku te mo yoi to ha unwa re te mo ,
gan-by-ogai-mori-02187|arau mono dake ha aratsu te oka naku te ha to omotsu te , ko oke ni yu wo totsu te chawan ya sara wo charachara iwa se te iru to ,
gan-by-ogai-mori-02188|soko he o tama ha kami ni tsutsun da mono wo motsu te shutsu te rai ta . ( ara , yatsuhari hentsuke te iru no ne .
gan-by-ogai-mori-02189|sore n bakari no mono wo arau no ha wake ha nai kara , watashi ga suru yo .
gan-by-ogai-mori-02190|o maegami ha yuube itsu ta no da kara sore de yoi wa ne . hayaku kimono wo o kigae yo .
gan-by-ogai-mori-02191|soshite nanni mo o miyage ga nai kara , kore wo motsu te o shutsu ) kou itsu te kamizutsumi wo watashi ta .
gan-by-ogai-mori-02192|naka ni ha rei no karuta no you na kakkou wo shi ta han'en no aoi satsu ga haitsu te i ta no de aru .
gan-by-ogai-mori-02193|o tama ha kaigaishiku tasuki wo kake tsuma wo hashotsu te daidokoro ni shutsu ta .
gan-by-ogai-mori-02194|soshite samo omoshiroi koto wo suru you ni , ume ga araikake te oi ta chawan ya sara wo arai hajime ta .
gan-by-ogai-mori-02195|konna shigoto ha mukashi totsu ta kinezuka de , ume nanzo ga kiteoyoba nu hodo jinsoku ni , shikamo shuumitsu ni dekiru hazu no otama ga ,
gan-by-ogai-mori-02196|kyou ha kodomo ga omocha wo motsu te asobu yori tenurui arai you wo shi te iru .
gan-by-ogai-mori-02197|toriage ta sara ichi mai ga go funkan mo te wo hanare nai .
gan-by-ogai-mori-02198|soshite o tama no kao ha kakki no aru awabeni shoku ni kagayai te ,
gan-by-ogai-mori-02199|me ha kuu wo ken te iru . soshite sono atama no naka ni ha ,
gan-by-ogai-mori-02200|kiwamete rakukan teki na shazou ga ourai shi te iru . ittai onna ha nanigoto ni yora zu
gan-by-ogai-mori-02201|kesshin suru made ni ha kinodoku na hodo mayotsu te , totsuoitsu suru kuse ni ,
gan-by-ogai-mori-02202|sudeni kesshin shi ta to naru to , otoko no you ni sako yuube n shi nai de , oyoieeru wo souwa re ta uma no you ni , mukou bakari ken te moushin suru mono de aru .
gan-by-ogai-mori-02203|shiryo no aru otoko ni ha giku wo idaka shimuru hodo no shougai butsu ga zento ni yokotawatsu te i te mo , onna ha sore wo mono no kuzu to mo shi nai .
gan-by-ogai-mori-02204|sore de dou ka suru to otoko no aete se nu koto wo aete shi te ,
gan-by-ogai-mori-02205|omoi no soto ni seikou suru koto mo aru . o tama ha okada ni sekkin shiyou to suru no ni ,
gan-by-ogai-mori-02206|moshi dai san mono ga i te kansatsu shi tara , modokashi sa ni kotae mai to omowa reru hodo , shun jun shi te i ta ga ,
gan-by-ogai-mori-02207|kesa matsu zou ga chiba he tatsu to itsu te itomagoi ni rai te kara ,
gan-by-ogai-mori-02208|oi te wo ho ni harama se ta fune no you ni , kokorozasu kishi ni mutsu te hashiru ki ni natsu ta .
gan-by-ogai-mori-02209|sore de ume wo sekitate te , oya moto ni kaeshi te tsukatsu ta no de aru . jama ni naru matsu zou ha chiba he yutsu te tomaru .
gan-by-ogai-mori-02210|jochuu no ume mo oya no ie ni kaetsu te tomaru . kore kara asu no asa made ha ,
gan-by-ogai-mori-02211|dare ni mo seichuu se rareru koto no nai minoue da to kanzuru no ga ,
gan-by-ogai-mori-02212|o tama no tame ni ha mazu yukai de tamara nai .
gan-by-ogai-mori-02213|soshite kou tonton hyoushi ni koto ga hakon de iku no ga , shuukyoku no mokuteki no
gan-by-ogai-mori-02214|youi ni tasse rareru zenchou de naku te ha nara nu you ni omowa reru .
gan-by-ogai-mori-02215|kyou ni kagitsu te okada san ga nai no mae wo o toori nasara nu koto ha kesshite nai .
gan-by-ogai-mori-02216|yukikaeri ni ni do o toori nasaru nichi mo aru no da kara ,
gan-by-ogai-mori-02217|dou ka shi te ichi do awa re zu ni shimau ni shi te mo , ni do tomo minogasu you na koto ha nai .
gan-by-ogai-mori-02218|kyou ha donna gisei wo haratsu te mo mono wo iikake zu ni ha oka nai .
gan-by-ogai-mori-02219|omoikitsu te mono wo iikakeru kara ha , ano hou no ashi ga tome rare nu hazu ga nai .
gan-by-ogai-mori-02220|watashi ha iyashii mekake ni mi wo otoshi te iru . shikamo kouri tai no mekake ni natsu te iru .
gan-by-ogai-mori-02221|da keredo kimusume de i ta toki yori utsukushiku ha natsu te mo ,
gan-by-ogai-mori-02222|minikuku ha natsu te i nai . sono ue dou shi ta no ga otoko ni ki ni iru to iu koto ha ,
gan-by-ogai-mori-02223|fushiawase na me ni atsu ta mokke no saiwai ni , shidai ni wakatsu te rai te iru no de aru . shi
gan-by-ogai-mori-02224|te mire ba , masaka okada san ni ichi mo ni mo naku iya na onna da to omowa reru koto ha aru mai .
gan-by-ogai-mori-02225|iya . sonna koto ha tashika ni nai . moshi en na onna da to omotsu te o shutsu nara ,
gan-by-ogai-mori-02226|kao wo miaiseru do ni rei wo shi te kudasaru hazu ga nai .
gan-by-ogai-mori-02227|itsu ka hebi wo koroshi te kudasutsu ta no da tte sou da .
gan-by-ogai-mori-02228|are ga doko no nai no dekigoto de mo , kitto te wo sekishi te kudasutsu ta no da to iu wake de ha aru mai .
gan-by-ogai-mori-02229|moshi watashi no nai de nakatsu tara , shira nu kao wo shi te tourisugi te o shimai nasutsu ta ka mo shire nai .
gan-by-ogai-mori-02230|sore ni kotchi de kore dake omotsu te iru no da kara ,
gan-by-ogai-mori-02231|mina made to ha ika nu ni shi te mo , kono kokoro ga ikura ka mukou ni tootsu te i nai koto ha nai hazu da .
gan-by-ogai-mori-02232|nani . anjiru yori ha umu ga yasui ka mo shire nai . konna koto wo omoi tsuzuke te iru uchi ni ,
gan-by-ogai-mori-02233|shou oke no yu ga sukkari hie te shimatsu ta no wo , o tama ha tsumetai to mo omowa zu ni i ta .
gan-by-ogai-mori-02234|zen wo zen tana ni shimatsu te hako hibachi no tokoro ni kaetsu te suwatsu ta o tama ha ,
gan-by-ogai-mori-02235|nan da ka ki ga sowasowa shi te jitto shi te ha i rare nu to iu yousu wo shi te i ta .
gan-by-ogai-mori-02236|soshite kesa ume ga kirei ni furutsu ta hai wo ,
gan-by-ogai-mori-02237|hibashi de nisan do kaki mawashi ta ka to omou to , tsuto tatsu te kimono wo kikae hajime ta .
gan-by-ogai-mori-02238|dou bouchou no onna kamiyui no tokoro he yuku no de aru .
gan-by-ogai-mori-02239|kore ha fudan kuru kamiyui ga nin no yoi onna de ,
gan-by-ogai-mori-02240|yosoyuki no toki ni ketsui ni yuke to itsu te , shoukai shi te oi te kure ta no ni ,
gan-by-ogai-mori-02241|kore made mada ichi do mo yuka nakatsu ta nai na no de aru . shou owari
gan-by-ogai-mori-02242|kugi ichi hon to iu hanashi ga aru . boku ha suku ha kioku shi te i nu ga ,
gan-by-ogai-mori-02243|nan de mo kuruma no wa no kugi ga ichi hon nuke te i ta tame ni , sore ni joutsu te shutsu ta hyakushou no musuko ga
gan-by-ogai-mori-02244|shushu no nangi ni deau to iu suji de atsu ta . boku noshikake ta kono hanashi de ha ,
gan-by-ogai-mori-02245|saba no miso ni ga choudo kugi ichi hon to onaji kouka wo nasu no de aru .
gan-by-ogai-mori-02246|boku ha geshuku ya ya gakkou no kishuku sha no ( makanai ) ni ue wo shinoi de iru uchi ni ,
gan-by-ogai-mori-02247|minoke no yodatsu hodo en na na ga deki ta . donna kazetooshi no ii zashiki de ,
gan-by-ogai-mori-02248|donna seiketsu na zen no ue ni nose te dasa reyou tomo ,
gan-by-ogai-mori-02249|boku no me ga ichi tabi sono na wo miru to , boku no hana ha
gan-by-ogai-mori-02250|meijou su bekara zaru kishuku sha no shokudou no shuuki wo kagu .
gan-by-ogai-mori-02251|ni zakana ni hijiki ya sa ga rabu ga tsuke te aru to , mou sorosoro kono kyuu kaku no aryushinashon ga okori kakaru .
gan-by-ogai-mori-02252|soshite sore ga aozakana no hitsuji shou ni ni itatsu te kyuukyoku no teido ni tassuru .
gan-by-ogai-mori-02253|shikaru ni sono aozakana no hitsuji shou ni ga aru hi kamijou no banmeshi no zen ni nobotsu ta .
gan-by-ogai-mori-02254|itsu mo zen ga deru to sugu ni hashi wo toru boku ga chuucho shi te iru no de ,
gan-by-ogai-mori-02255|jochuu ga boku no kao wo ken te itsu ta . ( anata aozakana ga o kirai ) ( saa aozakana ha iya ja nai .
gan-by-ogai-mori-02256|yai ta no nara zuibun kuu ga , hitsuji shou ni ha heikou da ) ( maa .
gan-by-ogai-mori-02257|oue san ga zonji mase n mon desu kara .
gan-by-ogai-mori-02258|nan nara tamago de mo motsu te mairi mashou ka
gan-by-ogai-mori-02259|) kou itsu te tachi sou ni shi ta . ( mate ) to boku ha itsu ta .
gan-by-ogai-mori-02260|( mi ha mada hara mo sui te i nai kara , sanpo wo shi te kiyou .
gan-by-ogai-mori-02261|oue san ni ha nan to de mo itsu te oi te kure . na
gan-by-ogai-mori-02262|ga ki ni ira nakatsu ta nante iu na yo . yokei na shinpai wo sa se naku te mo ii kara
gan-by-ogai-mori-02263|) ( sore de mo nan da ka o kinodoku sama de ) ( baka wo ie
gan-by-ogai-mori-02264|) boku ga tatsu te hakama wo haki kake ta no de ,
gan-by-ogai-mori-02265|jochuu ha zen wo motsu te rouka he shutsu ta . boku ha tonari no heya he koe wo kake ta .
gan-by-ogai-mori-02266|( oi . okada kun iru ka ) ( iru . nani ka you ka i
gan-by-ogai-mori-02267|) okada ha hakkiri shi ta koe de kotae ta . ( you de ha nai ga ne , sanpo ni shutsu te ,
gan-by-ogai-mori-02268|kaeri ni toyokuni ya he de mo yukou ka to omou no da . ichisho ni rai nai ka ) ( ikou . choudo kun ni hanashi tai koto mo aru no da
gan-by-ogai-mori-02269|) boku ha kugi ni kake te atsu ta bou wo totsu te ootsu te , okada to ichisho ni kamijou wo shutsu ta .
gan-by-ogai-mori-02270|gogo shi toki ka de atsu ta ka to omou . doko he yukou to iu soudan mo se zu ni
gan-by-ogai-mori-02271|kamijou no koushi ko wo shutsu ta no da ga , futari ha kadoguchi kara migi he matsu ta .
gan-by-ogai-mori-02272|muen saka wo orikakaru toki , boku ha ( oi , iru ze ) to itsu te , hiji de okada wo shoui ta .
gan-by-ogai-mori-02273|( nani ga ) to kuchi ni ha itsu ta ga , okada ha boku no shi no imi wo kaishi te i ta no de ,
gan-by-ogai-mori-02274|hidarigawa no koushi ko no aru ie wo ken ta . ie no mae ni ha o tama ga tatsu te i ta .
gan-by-ogai-mori-02275|o tama ha yatsure te i te mo utsukushii onna de atsu ta .
